ID,LakeName,ResidentialCount_2004,ResidentialCount_2005,ResidentialCount_2006,ResidentialCount_2007,ResidentialCount_2008,ResidentialCount_2009,ResidentialCount_2010,ResidentialCount_2011,ResidentialCount_2012,ResidentialCount_2013,ResidentialCount_2014,ResidentialCount_2015,AgriculturalCount_2005,AgriculturalCount_2006,AgriculturalCount_2007,AgriculturalCount_2008,AgriculturalCount_2009,AgriculturalCount_2010,AgriculturalCount_2011,AgriculturalCount_2012,AgriculturalCount_2013,AgriculturalCount_2014,AgriculturalCount_2015,CommercialCount_2005,CommercialCount_2006,CommercialCount_2007,CommercialCount_2008,CommercialCount_2009,CommercialCount_2010,CommercialCount_2011,CommercialCount_2012,CommercialCount_2013,CommercialCount_2014,CommercialCount_2015,IndustrialCount_2005,IndustrialCount_2006,IndustrialCount_2007,IndustrialCount_2008,IndustrialCount_2009,IndustrialCount_2010,IndustrialCount_2011,IndustrialCount_2012,IndustrialCount_2013,IndustrialCount_2014,IndustrialCount_2015,PublicCount_2005,PublicCount_2006,PublicCount_2007,PublicCount_2008,PublicCount_2009,PublicCount_2010,PublicCount_2011,PublicCount_2012,PublicCount_2013,PublicCount_2014,PublicCount_2015
106,Hafften Lake,,0,-0.119307832,-0.0455655,-0.003891051,-0.013953488,-0.000764526,-0.006875477,-0.003034901,0.360816944,0,-0.014201183,0,0.299065421,0.17,-0.020080321,0.078740157,0.017094017,0,0.008695652,-0.01754386,0.021551724,-0.035242291,0,0,0,0,0,0,0,0,0,-0.285714286,0.444444444,0,0,0,0,0,0,0,0.5,0,0,-3,0,-0.3125,0,0,0,0,0.095238095,0,-0.157894737,0,0
107,Halfbreed Lake,,0,0,0.010012516,-0.049304678,-0.01686747,0.481042654,0,0.03196347,-0.002358491,0.007058824,0.002369668,0,0,-0.137931034,0.181818182,0,-0.111111111,-0.066666667,0.4375,0,-0.111111111,0.25,0,0,0,0,0,0,0,-0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0.413043478,-0.777777778,-0.333333333,-0.03125,0.060606061,-0.032258065,0.125,0.142857143
108,Ham Lake,,0,-19.80794702,-0.009654148,0.010717663,0.000212427,-0.000956125,0.003396307,-0.003940362,-0.006258619,-0.017077799,-0.00725539,0,0.963046291,-0.00913242,0.104072398,0.006734007,0.020338983,-0.041522491,-0.091362126,-0.00913242,0.039215686,0.009419152,0,-0.384138786,0.114592659,0.048533873,0.002125399,0.02342918,0.006543075,-0.001097695,-0.004385965,0.027292576,0.002244669,0,0,-1.652173913,-0.008196721,0,0.06504065,-0.026086957,0.016949153,-0.017241379,0,0.025423729,0,0,-0.025477707,0.029503106,-0.008,-0.023809524,-0.012403101,-0.004594181,-0.009146341,-0.02265861,-0.016248154
109,Harriet Lake,,0,0.0128,-0.007563479,-0.040393208,0.004896066,0.006905481,0.001043025,-0.001131123,0.035112115,-0.001261034,-0.000629723,0,-2.469387755,-0.488235294,-1.719367589,0.093023256,0.096153846,0.007092199,0,-1.442857143,0,0,0,-0.136065574,-0.080808081,-0.742323097,0.30651341,0,0.053038674,0.011668611,-0.956316411,0.0006035,-0.003623188,0,0.081632653,0.111111111,0.15,0,-0.176470588,0.2,0.25,0.083333333,0,0.090909091,0,0,0,-0.047619048,0,0,0,0,0.090909091,0,0
110,Hart Lake,,-18.72521552,-0.17219339,-0.005312951,-0.126373372,-0.039305264,0.0480754,-0.000832016,4.16E-05,-0.006983414,0.008421053,-0.090212731,0,0.835248365,0.019313305,-2.938730853,-0.293333333,0.228522337,0,0,-0.605790646,0,-0.377253814,0,-0.099027409,-0.069991955,-0.313909774,0.090128755,-0.008805031,-0.10723192,-0.014358108,0.089092423,0.001218769,0.008846858,-67.88888889,-0.605645161,0.081366148,-0.97047567,-0.184794673,0.251990632,0.007201002,0.004415011,-0.679442509,-0.001131648,-0.40881688,-0.705882353,-2.862068966,-0.020089286,0.234135667,0.002857143,0.042979943,-0.089820359,0.082417582,-0.01497006,0.02359882,0.048338369
111,Harvey Lake,,0,0.01679539,-0.001995012,-0.026505724,-0.007394836,0.004211793,0.012084592,0.000366972,0.246451297,-0.002111075,0.001296386,0,-0.24822695,-0.011363636,-1.179775281,-0.134020619,0,0,0,0,0,0,0,-0.065,-0.023474178,-0.389908257,0.227722772,0.008547009,-0.004310345,0,0,-0.060085837,0.024291498,0,0.217391304,0,0,-0.111111111,0.1,0,0.222222222,-0.428571429,0.2,0,0,0.009708738,-0.009803922,-0.048543689,0,0,0.018518519,0,-0.037735849,0.036363636,0
112,Haughey Lake,,0,-0.017114914,-0.045673077,0.022988506,-0.030588235,-0.02739726,-0.017777778,0.017467249,0.186666667,-0.005464481,0.019021739,0,0.068062827,-0.101123596,0.112244898,0.08045977,-0.1375,0,0.032967033,-0.119318182,0.010152284,0.030769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0.5,0,0,0,0,-0.018518519,-0.272727273,0.242857143,0,-0.188679245,-0.095238095,0.014492754,-0.294117647,0,0.045454545
113,Hay Lake,,0,0,0,0,0,0.473867596,-0.066225166,0.074534161,0.026845638,0.013793103,0.013986014,0,0,0,0,0,0.019607843,-1.24,0.678571429,0,-0.333333333,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491803279,-0.967741935,-0.344262295,-1.097560976,0.593023256,0,0,0
114,Hazeltine Lake,,-0.000677048,0.00473613,-0.181509177,-0.063866513,-0.001081666,0.388438682,-0.016784452,-0.018245004,-0.070819113,-0.149003984,-0.037447989,-0.333333333,-6.477272727,0.917933131,-0.074074074,0.068965517,-0.185185185,0.0625,0,-0.166666667,0.2,0,0,0,0,0,0,0,0,0,-0.037037037,0.107142857,0,-0.025,-0.024390244,0,-0.047619048,0.079545455,0,0,0,0,-0.074074074,0,-0.014285714,-0.056338028,0.026666667,-0.02739726,0,-0.02,0,0,0.026143791,-0.033557047,-0.012987013
115,Heims Lake,,0,-13.96153846,-0.007712082,-0.012755102,0,0.120906801,0.00286533,0,-0.002873563,-0.008595989,-0.008522727,0,0.895424837,0,0.34375,-0.047619048,-0.681818182,0,-0.189189189,0.022727273,0.139534884,0.027027027,0,-0.5,0,0,0,0,0,0,0,-0.666666667,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,-0.017857143,0,0,-0.105263158,0,-0.063492063,-0.029850746
116,Henry Lake,,0,-0.048869884,-0.05416424,-0.019337017,0.000542005,-0.006507592,0.000538793,-0.000539084,0.339978448,-0.004081633,0.003252033,0,0.009638554,0.204379562,0.076452599,0.056291391,-0.014035088,-0.006920415,-0.027491409,0.023411371,-0.085616438,0.050473186,0,0,0,-0.142857143,0,0,0,0,0.125,0.142857143,0.333333333,0,0,0,0,-1,0,0,0,0.5,0,-1,0,-0.071428571,-0.2,0,-0.111111111,0,0,0,-0.05,0,0
117,Herber Pond,,0,0,0,0.02,-0.020408163,0.34,0.03030303,0.125,0.035714286,-0.037037037,-0.035714286,0,0,0,0,0,-0.230769231,-0.125,0.555555556,0,-0.25,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,-2,-1,0.833333333,0,0,0
118,Hidden Lake,,0,0.015881709,0.016138008,-0.004524887,-0.002252252,0.005617978,0.002259887,-0.001132503,0.371040724,-0.002697842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039370079,-0.032786885,-0.055555556,0.037593985,0,-0.046875,-0.029850746,0.036231884,0.015037594,0,0,-0.013888889,0,-0.97260274,0.479166667,0,0,0,-0.08,0,-0.024691358,0,-0.057142857,0,0,0,0,0,0,0.027027027,0,0
119,Highland Lake,,0,-27.15625,0,0.02108768,0.001133787,0.003972758,-0.002849003,0.002272727,0,0.007972665,-0.000574053,0,1,0,0,0,0,0,0,0,0,0,0,-1.769230769,0,0.222222222,0,0.071428571,0,0,0,0,-0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0.166666667,-0.057142857,0.013513514,-0.02739726,-0.053333333,0,0.025316456,0.077922078
120,Holland Lake,,0,0.003642987,-0.003656307,0.007285974,0,0,0,0,0,-0.003669725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Hornbean Lake,,-0.004685408,0.00266489,0,0.001336005,0.000668896,0,-0.001338688,-0.002673797,0,0.001333333,-0.107476636,0,0,0,0,0,0,0.222222222,-0.571428571,0,0,0,-0.043010753,0.020618557,-0.115789474,0,0.037735849,-0.019607843,0,0.125,-0.021978022,-0.043010753,0.020618557,0.046511628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Horseshoe Lake,,-0.003561254,0.006387509,-0.025714286,0.002785515,0.001396648,-0.005594406,0,-0.001390821,-0.000694444,-0.000693963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,1,0,0,0,0,0,0,-0.04,0.038461538,0
123,Hydes Lake,,-0.012658228,0.0125,0,0.012658228,0.025641026,0.223684211,0.016949153,0.086206897,-0.245283019,0.045454545,0.015873016,0,-0.037037037,0.053571429,-0.018867925,0.018518519,0.037735849,0.039215686,-0.020408163,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
124,Independence Lake,,0,-0.01319797,-0.017034068,-0.001970443,-0.050639135,0.001871783,-0.004219409,0.005602241,0.297183099,-0.016700067,0.005256242,0,-0.180555556,0.258823529,0.023809524,-0.674796748,-0.072815534,0.063348416,0,0.212560386,-0.122699387,0.021857923,0,-0.039215686,0,-0.113207547,0.039548023,-0.005882353,-0.035087719,0,0,0,0,0,0.083333333,-0.022727273,-0.722222222,0.348387097,0.03960396,0,0,0,0,-0.082474227,0,0.036144578,0,-0.1,0.022727273,-0.046511628,0,0.044444444,-0.11627907,-0.020833333,0.040816327
125,Isabelle Lake,,-0.064252932,-0.017249641,-0.003297221,-0.000234742,0.001173433,0.003406955,0.004715313,-0.076039323,-0.001100715,0.003628367,-0.00717281,0.105845182,-0.051236749,0.054621849,0.009777778,0.009874327,-0.029011786,-0.005286344,-0.01665206,0.00862069,-0.017391304,0.009401709,-0.051522248,-0.017817372,0.006564551,-0.008810573,-0.021834061,-0.012820513,0.004219409,0.052966102,0.031319911,0.03926097,0.028846154,0.025210084,0.086206897,0.018867925,0,0.019230769,0,0,0,0,0,-0.019607843,0,-0.32780083,0.0125,0.132911392,-0.102189781,-0.026490066,-0.206451613,-0.010695187,0.005291005,-0.010638298,0.042105263
126,Island Lake,,0,-5,-0.0078125,-0.005167959,0,0.023136247,-0.002631579,0.002624672,0,-0.002631579,-0.002624672,0,0.886332882,0,0.107142857,0.026666667,-0.191780822,-0.022988506,-0.08988764,0.041237113,0.021505376,-0.065934066,0,-2.714285714,-0.038461538,0,0,0,-0.037037037,0.071428571,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028571429,0.076388889,-0.015037594,0.022222222,-0.022727273,-0.059259259,0,0,0
127,Jackson WMA,,0,0,0.008230453,-0.029875519,0.019339243,0.497124076,0.011437908,-0.009917355,0,0.003273322,-0.001642036,0,0,0,0.142857143,0,0.333333333,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053333333,0.507042254,-1.028571429,-0.323943662,-0.14893617,-0.055555556,0.035087719,-0.018181818,0.008928571
128,Jane Lake,,0,0,0.006329114,-0.015923567,0.007836991,0.497630332,-0.003144654,0,0,0,0.006269592,0,0,0,0,0,-0.125,0.111111111,0.125,0,0,0.214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0.5,-1,-0.636363636,0.055555556,0.117647059,0,0,0
129,Jellums Lake,,0,0,0.163265306,-1.146341463,0,0.511363636,0.069767442,0,0.05,-0.026315789,0.051282051,0,0,0,0,0,0.25,-1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,-1.5,-1,-1.4,0.5,0,0,0
130,Johanna Lake,,-0.001724138,0.007745267,-0.011274935,-0.017152659,-0.018549747,-0.009933775,-0.005737705,0.047269764,0.006843456,0.39707149,-0.007142857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.028571429,-0.191176471,0.024691358,0,0,0.029850746,0,-0.030769231,0,-0.059701493,0.464788732,-0.052631579,-0.725,0,0,0,-0.032786885,0,0.063492063,-0.084745763,-0.03125,0.287878788,-0.042553191,0.142857143,0,-0.023809524,0
131,Jonathan Lake,,-0.01754386,-1.198275862,0.058823529,0.058333333,0.07079646,0.080952381,0.015544041,-0.073684211,0.068627451,0.005263158,-0.005291005,-1.2,0.727272727,-2,0.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.095238095,-0.086956522,-0.08,-0.37037037,0,-0.027027027,0,0.052631579,-0.027777778,-0.027027027,0
132,Josephine Lake,,-0.007638586,-0.001299545,0.003028337,0.001952701,-0.011521739,0.019987105,-0.000877193,-0.008545136,-0.004127743,0.377974903,-0.000347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.05,0,-0.007092199,-0.014084507,0,0,0,0,0,0,0,1,0,0,0,0.077868852,0.017777778,-0.07239819,0.109704641,-0.037914692,0.771689498,-0.16,-2.224137931,-0.021390374,-0.031413613,0.157360406
133,Jubert Lake,,0,-0.037610619,-0.010660981,-0.169831224,-0.00270514,0.001798561,0.001801802,-0.003610108,0.175359712,-0.001090513,-0.026143791,0,-0.036855037,0,-0.424170616,-0.009983361,-0.014827018,-0.008116883,0.009661836,-0.040650407,-0.003125,-0.028037383,0,0.1,-0.074074074,0,0.034482759,0,0,0.071428571,0.076923077,-0.083333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.263157895,0,0,-0.071428571,0,-0.633333333,0.020408163,0
134,July Lake,,0,0,0.006578947,0,0,0.456953642,-0.048780488,0.127906977,-0.02,0,0.006535948,0,0,0,0.027777778,0.028571429,-0.352941176,0,0.391304348,0,0.071428571,-0.076923077,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,-2.333333333,-0.8,0.777777778,0,0,0
135,Karth Lake,,0.018342152,-0.030901904,-0.049494597,-0.000996347,-0.000995355,-0.01823003,-0.0078125,-0.007751938,0,0.377564103,0.000514933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.620689655,-0.026315789,0.012820513,-0.025974026,0,0,0,0,0,0.44,0,-0.714285714,0,0,0,-0.03125,-0.101010101,0.018348624,-0.009345794,0.018518519,0.613207547,-0.853658537,0.157894737,0.0625,0,0.066666667
136,Keller Lake,,0,0,-0.00086881,0,0,0.000868056,0,0,0,0,0.003475239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Kingsley Lake,,0,-0.006079027,0,0,0,0,-0.006042296,0,0.012012012,-0.006079027,0,0,0,0,0,0,0,0,0,0,0,0,-0.0625,0,0,0,0,0,0.058823529,-0.0625,-0.058823529,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Kismet Lake,,0,0,0,-0.087719298,0.016129032,0.262295082,0,0.222222222,0.028571429,0,0,0,0,0,0.192307692,0.047619048,-0.45,0.068965517,0.296296296,0,-0.105263158,0.261904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,-1.333333333,-3.571428571,0.125,0.642857143,0,0,0
139,Klawitter Pond,,0,0,-0.00856531,0.006369427,-0.006410256,0.492569002,0.008368201,0.025316456,0,-0.004329004,0.012931034,0,0,0.166666667,0.033333333,0.034482759,-0.142857143,0,0.25,0,0.083333333,0.090909091,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.333333333,0.375,-1,-0.6,0,0,0,0,0
140,Kohlman Lake,,-0.011366572,0.006896552,-0.017746914,-0.070507961,0.001652502,-0.023882715,-0.013394919,0.033272562,-0.019330504,0.332562442,0.004851005,-1,0.333333333,-0.75,0.285714286,-0.2,-2.833333333,-0.086956522,0.84,-0.25,0.2,0,1,0,0,0,0,0,-0.014778325,-1.291262136,-0.012711864,0.018828452,-0.017057569,-0.045977011,0,0,0.043956044,-0.068965517,-0.247311828,0.017241379,0.438596491,0,0,0,-0.03649635,0.035211268,-0.03649635,-0.035211268,-0.010204082,0.38047138,-0.108695652,-0.166666667,-0.004201681,0.012552301,0.080508475
141,Kramer Pond,,0,0,0.068965517,0.046296296,-0.048543689,0.435185185,-0.032786885,0.142857143,0.018518519,0.018867925,-0.211538462,0,0,0,-0.085106383,0.078431373,-0.446808511,0,0.352941176,0.045454545,0.095238095,0.342105263,0,0,0,0,0,0,-0.090909091,0.5,0,0.083333333,0.409090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478873239,-0.891891892,-0.257142857,0.022727273,0.023255814,0,-0.214285714,0.156862745
142,La Lake,,0,-842.7272727,0.001939446,-0.019216237,0.014087491,0.489256554,-0.01030711,0.008744535,-0.003360639,0.001046682,-0.005448449,0,-79.5,0.198757764,0,0.046511628,-0.056910569,-0.307692308,0.441176471,0.063157895,0.056179775,0.083333333,0,0,0,0,0,0,0.02310231,0.048986486,0.003552398,0.024955437,0.07678245,0,0,-0.054945055,0,0,-1,0,-0.1875,0,-0.087719298,0.157258065,0,0,-0.074433657,0.472891566,-0.951428571,-0.351390922,-0.009750813,0.006437768,-0.01511879,0.00106383,-0.017039404
143,Lac Lavon Lake,,0.000803536,0,0,0.001206273,0.000402576,0,-0.000805477,-0.012877264,0.000794597,0,0.000795229,-2,0,0,-0.333333333,0,0.25,0,1,0,0,0,0.058823529,-0.0625,-0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Laddie Lake,,-0.012820513,-32.16455696,-0.012722646,0.01821608,-0.001023672,-0.002300908,0.001147813,0.000127681,-0.001660069,0.009688934,-0.000514933,0,0.999863584,1,0,0,0,0,0,0,0,0,0,0.393480792,0.024952015,0.077755906,0.013874066,-0.002164502,0.017278618,-0.01978022,-0.002155172,0.009677419,-0.008686211,0,0,-0.200980392,0.012244898,-0.010330579,0.009202454,-0.008255934,0.010235415,0.002068252,0.024870466,0.004250797,0,0,-0.005839416,-0.017416546,-0.011412268,0.04090268,-0.011764706,0.023255814,-0.011904762,-0.005882353,-0.011695906
145,Lake Forest,,-0.002299732,-0.457361377,-0.043295723,0.090794769,-0.003872752,0.00137779,0,0.002759382,-0.001936912,0.278099972,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,-21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.051282051,-0.097560976,-0.022222222,0,0,0.423913043,-0.037735849,-0.454545455,0.025,0.051282051,0.054054054
146,Lake of the Isles,,0,-16.67423594,-0.762153885,-0.489308098,-0.016137064,0.173563469,0.001884664,0.00567467,-2.768255737,-0.006080455,-0.171963356,0,-75.50401396,-0.790231039,-0.499161548,-0.01591484,0.176022141,0.001835816,0.005859375,-2.818860511,-0.006084517,-0.172032415,0,-37.66264428,-0.780240011,-0.487850738,-0.016435465,0.176647003,0.000875423,0.006343695,-2.831034667,-0.006115829,-0.172328398,0,-366.5952381,-0.123735808,-0.566785101,0.00011562,0.279358972,0.003781718,0.00319207,-2.969067773,-0.001246302,-0.26964526,0,-0.020618557,-730.4646465,-0.325008631,0.003543494,0.003446274,-0.000692688,0.010582399,-3.00754203,0.000290956,-0.001685393
147,Langdon Lake,,0,-0.044827133,0.022143936,-0.159161091,-0.001887002,0.000110791,0.050747922,0.071203455,0.199824054,-0.002512957,-0.054833151,0,-2.13,0.223642173,-2.695473251,-0.006681514,-0.002212389,0.254966887,0.4,-0.925925926,0,-0.21025641,0,-0.259083728,0.248431619,-1.634390651,0.17617237,0.025384615,0,0.418310971,-0.382632293,-0.01373896,-0.005808325,0,-5,0.844086022,-28.55172414,0.003500583,0.00117096,0,0.970691676,-0.24,0.129032258,-0.074074074,0,-4.46875,-0.015238095,-0.857410882,-0.01010101,0,0.462,0,-0.853159851,-0.008024072,-0.306467662
148,Langton Lake,,0.005277045,-0.00795756,0.001973684,-0.009228741,0.011103854,0.046895641,-0.011088011,-0.003427005,0.00136612,0.363885089,0.001075269,1,0,0,0.5,-1,0,0,0.5,0,0,0,0,0,0,0,0,0,-0.05,-1.571428571,0,0,0.018518519,0.054054054,0,-0.057142857,-0.054054054,0,-0.076923077,-0.095238095,0.195652174,0,0,0,0,0,0,-0.019607843,0,0.346153846,-0.176470588,-0.125,-0.022222222,0.25,0.202898551
149,Laura Lake,,0,-1.717325228,-0.102684564,0.060661392,0.00475162,0.004557292,-0.001962067,0.001523064,0.163216387,-0.003125,-0.008307373,0,0.880135536,0.720848057,-0.012658228,-0.025,0,0.073170732,-0.013157895,0.051948052,-0.01369863,0.040540541,0,0.088642659,-0.170212766,0.01038961,0.036745407,0.016348774,-0.016620499,-0.016348774,0.016085791,-0.005449591,-0.029810298,0,-0.234482759,0.005586592,0.005617978,0.02259887,0.011560694,0.011695906,-0.01183432,0.011695906,0.01183432,-0.041916168,0,-9.55,-0.018957346,0.037209302,-0.31884058,-0.073260073,-0.006825939,0,-0.020338983,-0.019933555,0.013029316
150,Lee Lake,,-0.007797271,0,0.001934236,0.001937984,0,0,-0.001941748,-0.001937984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014814815,0,-0.015037594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Legion Pond,,0,0,0,-0.020648968,0.01734104,0.514705882,0,0,0,0,0.006060606,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0.447368421,-0.80952381,-0.526315789,0,0,0,0.137931034,0.04
152,Lemay Lake,,-0.046728972,-0.045408163,-0.002196193,-0.382274166,0.000176149,0.011275546,-0.249643621,-0.009696278,-0.397966389,0.069704011,0,0,0,0.012048193,-9.609756098,-0.002298851,0,-0.805045872,0,-0.89707751,0.001339585,0,-0.317073171,0.002645503,-0.021220159,-0.031168831,-0.123425693,0.011210762,0.015873016,-0.131336406,-0.00407332,0.016227181,-0.030927835,0.021505376,0,0.054945055,0.029069767,0.023952096,0,-17.32515337,0.000334784,-0.940723376,0.00069025,0.000690727,0,0,0.022727273,-0.023255814,0,0.306818182,0,-0.213114754,0.027027027,0.069444444,0
153,Levander Pond,,-0.020561416,-0.014978977,-0.009838612,-0.002649346,0.001619502,-0.002219756,0.000766675,0.004347826,0.011730456,0.038468203,0.001802127,0,0,0,0,0,0,0,0,0,0,0,-0.018518519,0,0.013636364,-0.004608295,0.009174312,-0.055555556,0.005847953,-0.029411765,0.005714286,0.030172414,-0.01037037,0,-0.066666667,-0.017857143,0.114035088,0,-0.079207921,0.036697248,0.038095238,0,-0.00990099,0.009803922,0.008602151,-0.004338395,0.006479482,-0.023913043,0.016985138,0.64362851,0,-1.096969697,0.011560694,0.01754386,0.25297619
154,Libbs Lake,,0,0.002325581,-0.002689618,-0.001251788,-0.019110555,0.012793551,0.012604296,-0.003056455,0.3832228,-0.008718396,-0.004321521,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.050632911,0.072289157,0,0,0,-0.025974026,0,0,0,0,0,-0.033333333,0.032258065,0,0,-0.066666667,0.0625,0,0,0,0.058823529,0,-0.0625,-0.647058824,0,0.071428571,0,-0.038461538,-0.148148148,0
155,Lily Lake,,0,0,0.00883095,-0.022486211,0.014937759,0.47598989,-0.008842444,0.043824701,0.005,-0.002512563,0.003341688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014925373,0.161764706,0.00877193,-0.026548673,0.025862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0.494186047,-1,-0.379310345,-0.025,0.081300813,-0.017699115,0.008695652,0.021929825
156,Linwood Lake,,0,-7.406504065,0.001934236,0.024224806,-0.003972195,0.011869436,-0.002002002,-0.007992008,-0.00099108,-0.000990099,0.00098912,0,0.914705882,0,0.086206897,0,-0.012578616,0.02484472,-0.248407643,-0.010204082,0,0,0,0,0.075,-0.013513514,0,0.026666667,0.02739726,0.014084507,0.057142857,0.03030303,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00591716,0.166666667,-0.010714286,0,-0.007067138,0.007017544,-0.010600707,0,0.006993007
157,Lippert Lake,,-0.004761905,-0.014218009,0.028037383,0,-0.052884615,0.242009132,-0.012048193,0.077380952,-0.238709677,0.088541667,-0.022857143,-0.023584906,0.016129032,-0.011709602,-0.009259259,0.020642202,-0.018735363,0.013793103,-0.004662005,-0.013921114,-0.009153318,0.002267574,0,0,0,0,0,0,0.071428571,-0.076923077,0,0.142857143,0.083333333,0.5,-1,0,0,0,0,0,0,0,-0.5,0,-0.285714286,-0.111111111,-0.2,-0.083333333,0,-0.384615385,0.111111111,0.125,0,-0.428571429,-0.1
158,Little Carnelian Lake,,0,0,-0.026281209,0.033290653,-0.033112583,0.434615385,0,0.034013605,0.002347418,-0.004705882,0.021077283,0,0,0.17218543,-0.016,0,0.023622047,0,0.193548387,-0.02,0.058823529,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480392157,-1,-0.132075472,-0.016666667,0.032786885,-0.016949153,0.008333333,0.12605042
159,Little Comfort Lake,,0,0,0,-0.5,0,0.666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Little Johanna Lake,,0.005970149,-0.03003003,0,0,0.005830904,-0.011730205,-0.001449275,-0.004341534,0.002881844,0.455202312,-0.00530504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0.111111111,0.125,0,0,0,0,0,0,0,0,0,0,0,-0.052631579,0.05,0,0.105263158,-0.235294118,0.523809524,-0.1,-0.454545455,-0.0625,-0.058823529,-0.055555556
161,Little Long Lake,,0,0.014925373,-0.009090909,0.015015015,0.00304878,0.003058104,-0.012269939,0.006060606,0.338414634,-0.02764977,0.031390135,0,-0.179487179,0.173913043,-0.052631579,0.075,-0.378378378,0.039215686,0,-0.020408163,-0.06,0.113207547,0,0,0,0,0,-0.125,0,-0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.285714286,-0.111111111,0.2
