ID,LakeName,ResidentialCount_2004,ResidentialCount_2005,ResidentialCount_2006,ResidentialCount_2007,ResidentialCount_2008,ResidentialCount_2009,ResidentialCount_2010,ResidentialCount_2011,ResidentialCount_2012,ResidentialCount_2013,ResidentialCount_2014,ResidentialCount_2015,AgriculturalCount_2004,AgriculturalCount_2005,AgriculturalCount_2006,AgriculturalCount_2007,AgriculturalCount_2008,AgriculturalCount_2009,AgriculturalCount_2010,AgriculturalCount_2011,AgriculturalCount_2012,AgriculturalCount_2013,AgriculturalCount_2014,AgriculturalCount_2015,CommercialCount_2004,CommercialCount_2005,CommercialCount_2006,CommercialCount_2007,CommercialCount_2008,CommercialCount_2009,CommercialCount_2010,CommercialCount_2011,CommercialCount_2012,CommercialCount_2013,CommercialCount_2014,CommercialCount_2015,IndustrialCount_2004,IndustrialCount_2005,IndustrialCount_2006,IndustrialCount_2007,IndustrialCount_2008,IndustrialCount_2009,IndustrialCount_2010,IndustrialCount_2011,IndustrialCount_2012,IndustrialCount_2013,IndustrialCount_2014,IndustrialCount_2015,PublicCount_2004,PublicCount_2005,PublicCount_2006,PublicCount_2007,PublicCount_2008,PublicCount_2009,PublicCount_2010,PublicCount_2011,PublicCount_2012,PublicCount_2013,PublicCount_2014,PublicCount_2015
94,George Lake,0,0.016304348,0.995923913,1,0.956521739,0.957880435,0.955163043,0.953804348,0.957880435,0.957880435,0.956521739,0.955163043,0,1,0.016427105,0.01779603,0.01779603,0.015058179,0.01779603,0.01779603,0.01779603,0.01779603,0.01779603,0.019164956,0,0.470588235,0.823529412,1,1,0.941176471,0.941176471,0.941176471,0.823529412,0.882352941,0.941176471,0.941176471,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.967213115,1,0.860655738,0.87704918,0.87704918,0.87704918,0.93442623,0.93442623,0.93442623,0.93442623
95,George Watch Lake,0,0.044479746,0.91183479,0.965845909,0.957903098,0.953137411,0.965051628,0.965845909,0.963463066,0.980937252,0.988880064,1,0,1,0.048791209,0.04967033,0.04967033,0.04967033,0.04967033,0.04967033,0.055824176,0.058461538,0.059340659,0.058461538,0,0.755813953,0.755813953,0.790697674,0.790697674,1,0.802325581,0.790697674,0.790697674,0.802325581,0.860465116,0.906976744,0,0,0.933333333,1,1,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.8,0.733333333,0,0,0.967741935,1,0.967741935,0.989247312,0.978494624,0.978494624,0.967741935,0.956989247,0.946236559,0.946236559
96,German Lake,0,0,1,1,0.992592593,1,0.488888889,0.5,0.474074074,0.477777778,0.477777778,0.474074074,0,0,0.365384615,0.346153846,0.358974359,0.346153846,0.512820513,1,0.41025641,0.41025641,0.41025641,0.269230769,0,0,0,0,0,0,0.37037037,1,0.277777778,0.277777778,0.277777778,0.277777778,0,0,0,0,0,0,0.333333333,0.5,0,0,1,1,0,0,0.120967742,0.137096774,0.112903226,0.137096774,0.370967742,1,0.306451613,0.306451613,0.112903226,0.112903226
97,Gervais Lake,0.954630671,0.967004124,0.960629921,0.982752156,0.98087739,0.978627672,0.989501312,1,0.980502437,0.987626547,0.65991751,0.658792651,1,1,1,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.396825397,0.380952381,1,0.944444444,0.952380952,0.952380952,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.833333333,1,0.166666667,0.166666667,0.166666667,0.166666667,0.945945946,0.891891892,0.881081081,0.881081081,0.935135135,1,0.281081081,0.427027027,0.805405405,0.827027027,0.783783784,0.805405405
98,Glen Lake,0,0.966857143,0.956571429,0.973714286,1,0.992,0.974857143,0.993142857,0.989714286,0.661714286,0.661714286,0.659428571,0,0.666666667,0.80952381,0.833333333,1,1,0.761904762,0.952380952,0.952380952,0.952380952,0.952380952,0.904761905,0,0.845238095,1,0.785714286,0.583333333,0.761904762,0.642857143,0.595238095,0.571428571,0.583333333,0.583333333,0.511904762,0,0.65034965,0.692307692,0.692307692,1,0.699300699,0.699300699,0.699300699,0.727272727,0.727272727,0.727272727,0.769230769,0,0.833333333,0.777777778,0.888888889,1,1,1,1,1,1,1,1
99,Goetschel Lake,0,0,1,0.991935484,0.997983871,0.97983871,0.493951613,0.487903226,0.473790323,0.477822581,0.47983871,0.467741935,0,0,1,0.979166667,0.958333333,0.9375,0.875,0.833333333,0.75,0.708333333,0.75,0.625,0,0,0,0,0,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.352272727,0.352272727,0.181818182,0.352272727,0.977272727,1,0.931818182,0.954545455,0.954545455,0.954545455
100,Goggins Lake,0,0,0.979020979,0.986013986,1,1,0.587412587,0.622377622,0.566433566,0.559440559,0.566433566,0.552447552,0,0,1,0.963636364,0.963636364,0.963636364,0.945454545,0.872727273,0.581818182,0.618181818,0.581818182,0.527272727,0,0,0,0,0,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.333333333,0.333333333,0.166666667,0.333333333,1,1,0.333333333,0.333333333,0.333333333,0.333333333
101,Golden Lake,0.210459987,0.211510187,0.987187566,1,0.991178324,0.990548204,0.950220542,0.951480781,0.944969544,0.945599664,0.90905272,0.900021004,0,1,0,0,0,0,0.001098599,0.000823949,0.002471848,0.001922549,0.001922549,0.001373249,0,1,0.587939698,0.864321608,0.59798995,0.603015075,0.623115578,0.628140704,0.670854271,0.66080402,0.675879397,0.693467337,0,0,0.843049327,0.995515695,0.98206278,1,0.995515695,0.977578475,0.923766816,0.905829596,0.896860987,0.878923767,0.101995565,0.101995565,0.935698448,0.909090909,0.873614191,0.884700665,0.955654102,0.984478936,1,0.875831486,0.880266075,0.880266075
102,Goose Lake,0,0,0.985094851,0.97696477,0.934281843,1,0.62398374,0.7899729,0.577913279,0.569783198,0.566395664,0.468834688,0,0,0.578838174,0.566390041,0.572614108,0.564315353,0.560165975,1,0.43153527,0.406639004,0.398340249,0.356846473,0,0,0,0,0,0,0.569892473,1,0.623655914,0.623655914,0.731182796,0.715053763,0,0,0,0,0,0,0,0,0.722222222,0.722222222,1,1,0,0,0.479115479,0.459459459,0.232186732,0.468058968,0.511056511,1,0.504914005,0.527027027,0.527027027,0.34029484
103,Grace Lake,0.923561346,0.972855592,1,0.99587405,0.996959826,0.993702497,0.65320304,0.652117264,0.65320304,0.658631922,0.651682953,0.651900109,0.27027027,1,0.099099099,0.099099099,0.081081081,0.081081081,0.153153153,0.153153153,0.171171171,0.171171171,0.072072072,0.072072072,0,0,0,0,0,0,0.714285714,0.785714286,0.857142857,0.857142857,0.928571429,1,0,0,0,0,0,0,0,0,0,0,1,1,0.926605505,0.981651376,0.975535168,1,0.935779817,0.926605505,0.902140673,0.908256881,0.920489297,0.923547401,0.917431193,0.935779817
104,Grass Lake,0,0.10138131,0.242136355,0.240857987,0.353784979,0.331978712,0.341586657,0.237184361,0.220505023,1,0.332167103,0.182261635,0,0.005466899,0.162672106,0.15554789,0.287098419,0.264150943,0.275039746,0.149413565,0.133215346,1,0.255571887,0.10717821,0,0.21713752,0.387812281,0.391314499,0.622227411,0.644641606,0.706514126,0.561288816,0.485173943,0.851038991,0.853840766,1,0,0.006885863,0.167046754,0.158603639,0.292977601,0.272519281,0.285390605,0.153666187,0.135377689,1,0.267293996,0.02389018,0,0.001632954,0.149456685,0.142383059,0.25306273,0.25448498,0.265396424,0.146469207,0.130214918,1,0.253025104,0.102296671
105,Haas Lake,0.871105919,0.682242991,0,0,0,0,0.72741433,0.753894081,0.764018692,1,0.77258567,0.785825545,1,0.256544503,0,0,0,0,0.094240838,0.083769634,0.083769634,0.081151832,0.089005236,0.089005236,0.3,0.48,0,0,0,0,0,0.96,0.96,0.92,0.96,1,1,0.6,0,0,0,0,0.615384615,0.620512821,0.592307692,0.456410256,0.628205128,0.628205128,1,0.648648649,0,0,0,0,0.679054054,0.685810811,0.661036036,0.546171171,0.69481982,0.69481982
106,Hafften Lake,0,0.830559758,0.929652042,0.972012103,0.975794251,0.989409985,0.990166415,0.996974281,1,0.639183056,0.639183056,0.648260212,0,1,0.700934579,0.581775701,0.593457944,0.546728972,0.537383178,0.537383178,0.53271028,0.542056075,0.530373832,0.549065421,0,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,1,0.555555556,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,1,0,0.727272727,0.954545455,0.954545455,0.954545455,0.954545455,0.954545455,0.863636364,0.863636364,1,1,1
107,Halfbreed Lake,0,0,0.946682464,0.937203791,0.983412322,1,0.518957346,0.518957346,0.502369668,0.503554502,0.5,0.498815166,0,0,0.878787879,1,0.818181818,0.818181818,0.909090909,0.96969697,0.545454545,0.545454545,0.606060606,0.454545455,0,0,0,0,0,0,0.875,0.875,1,1,1,1,0,0,0,0,0,0,0,0,0.333333333,0.333333333,1,1,0,0,0.696969697,0.696969697,0.409090909,0.727272727,0.96969697,1,0.939393939,0.96969697,0.848484848,0.727272727
108,Ham Lake,0,0.04661453,0.969952665,0.979316732,0.968820745,0.968614941,0.969541058,0.966248199,0.970055567,0.976126775,0.992796872,1,0,1,0.036953709,0.037291186,0.033410203,0.033185219,0.032510265,0.033860172,0.036953709,0.037291186,0.035828787,0.03549131,0,0.722470904,1,0.885407341,0.842435094,0.840644584,0.82094897,0.81557744,0.816472695,0.820053715,0.797672337,0.795881826,0,0,0.37398374,0.991869919,1,1,0.93495935,0.959349593,0.943089431,0.959349593,0.959349593,0.93495935,0,0,0.912790698,0.936046512,0.908430233,0.915697674,0.9375,0.949127907,0.953488372,0.962209302,0.984011628,1
109,Harriet Lake,0,0.966328809,0.953959801,0.961175056,1,0.995103934,0.988232262,0.987201512,0.988318158,0.953616217,0.95481876,0.955420031,0,0.035818713,0.124269006,0.18494152,0.502923977,0.456140351,0.412280702,0.409356725,0.409356725,1,1,1,0,0.367027677,0.416967509,0.450661853,0.785198556,0.544524669,0.544524669,0.515643803,0.509626955,0.996991576,0.996389892,1,0,1,0.918367347,0.816326531,0.693877551,0.693877551,0.816326531,0.653061224,0.489795918,0.448979592,0.448979592,0.408163265,0,0.954545455,0.954545455,0.954545455,1,1,1,1,1,0.909090909,0.909090909,0.909090909
110,Hart Lake,0.035436078,0.698984268,0.819344738,0.823697877,0.927791355,0.964258439,0.917901329,0.918665037,0.918626852,0.925042004,0.917252177,1,0,0.712109768,0.117321249,0.115055388,0.453172205,0.586102719,0.452165156,0.452165156,0.452165156,0.726082578,0.726082578,1,0,0.627810158,0.689980572,0.738273661,0.970024979,0.882597835,0.890369137,0.985845129,1,0.910907577,0.909797391,0.901748543,0.002407061,0.165819738,0.26624766,0.244584113,0.481947045,0.571008291,0.427119551,0.424043862,0.422171704,0.709013105,0.709815459,1,0.148796499,0.253829322,0.980306346,1,0.765864333,0.763676149,0.730853392,0.796498906,0.730853392,0.741794311,0.72428884,0.689277899
111,Harvey Lake,0,0.981588448,0.965102286,0.967027677,0.992659446,1,0.995788207,0.983754513,0.983393502,0.741034898,0.742599278,0.741636582,0,0.320454545,0.4,0.404545455,0.881818182,1,1,1,1,1,1,1,0,0.660066007,0.702970297,0.719471947,1,0.772277228,0.765676568,0.768976898,0.768976898,0.768976898,0.815181518,0.795379538,0,1,0.782608696,0.782608696,0.782608696,0.869565217,0.782608696,0.782608696,0.608695652,0.869565217,0.695652174,0.695652174,0,0.936363636,0.927272727,0.936363636,0.981818182,0.981818182,0.981818182,0.963636364,0.963636364,1,0.963636364,0.963636364
112,Haughey Lake,0,0.8930131,0.908296943,0.949781659,0.927947598,0.956331878,0.982532751,1,0.982532751,0.799126638,0.80349345,0.788209607,0,0.969543147,0.903553299,0.994923858,0.883248731,0.812182741,0.923857868,0.923857868,0.893401015,1,0.989847716,0.959390863,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.666666667,0.666666667,0.666666667,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.613636364,0.625,0.795454545,0.602272727,0.602272727,0.715909091,0.784090909,0.772727273,1,1,0.954545455
113,Hay Lake,0,0,1,1,1,1,0.526132404,0.56097561,0.519163763,0.505226481,0.49825784,0.491289199,0,0,0.455357143,0.455357143,0.455357143,0.455357143,0.446428571,1,0.321428571,0.321428571,0.428571429,0.401785714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.354651163,0.354651163,0.180232558,0.354651163,0.476744186,1,0.406976744,0.406976744,0.406976744,0.406976744
114,Hazeltine Lake,0.797947056,0.798487304,0.794705565,0.938951918,0.998919503,1,0.611561318,0.62182604,0.633171259,0.678011885,0.779038358,0.808211777,0.100303951,0.133738602,1,0.082066869,0.088145897,0.082066869,0.097264438,0.09118541,0.09118541,0.106382979,0.085106383,0.085106383,0,0,0,0,0,0,0.964285714,0.964285714,0.964285714,1,0.892857143,0.892857143,0.909090909,0.931818182,0.954545455,0.954545455,1,0.920454545,0.920454545,0.920454545,0.920454545,0.920454545,0.988636364,0.988636364,0.897435897,0.91025641,0.961538462,0.935897436,0.961538462,0.961538462,0.980769231,0.980769231,0.980769231,0.955128205,0.987179487,1
115,Heims Lake,0,0.065491184,0.979848866,0.987405542,1,1,0.879093199,0.876574307,0.876574307,0.879093199,0.886649874,0.894206549,0,1,0.104575163,0.104575163,0.068627451,0.071895425,0.120915033,0.120915033,0.14379085,0.140522876,0.120915033,0.117647059,0,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,0.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,0.777777778,0.791666667,0.791666667,0.791666667,0.875,0.875,0.930555556,0.958333333
116,Henry Lake,0,0.88200431,0.925107759,0.975215517,0.994073276,0.993534483,1,0.999461207,1,0.660021552,0.662715517,0.660560345,0,1,0.990361446,0.787951807,0.727710843,0.686746988,0.696385542,0.701204819,0.720481928,0.703614458,0.763855422,0.725301205,0,0.875,0.875,0.875,1,1,1,1,1,0.875,0.75,0.5,0,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0,0.666666667,0.714285714,0.857142857,0.857142857,0.952380952,0.952380952,0.952380952,0.952380952,1,1,1
117,Herber Pond,0,0,1,1,0.98,1,0.66,0.64,0.56,0.54,0.56,0.58,0,0,0.722222222,0.722222222,0.722222222,0.722222222,0.888888889,1,0.444444444,0.444444444,0.555555556,0.444444444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.166666667,0.166666667,0.083333333,0.166666667,0.5,1,0.166666667,0.166666667,0.166666667,0.166666667
118,Hidden Lake,0,1,0.984118291,0.968236583,0.972617744,0.974808324,0.969331873,0.967141292,0.968236583,0.60898138,0.610624315,0.610624315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.920289855,0.884057971,0.913043478,0.963768116,0.927536232,0.927536232,0.971014493,1,0.963768116,0.949275362,0.949275362,0,0.5,0.506944444,0.506944444,1,0.520833333,0.520833333,0.520833333,0.520833333,0.5625,0.5625,0.576388889,0,0.945945946,1,1,1,1,1,1,1,0.972972973,0.972972973,0.972972973
119,Highland Lake,0.035516093,0.035516093,1,1,0.97891232,0.977802442,0.973917869,0.976692564,0.974472808,0.974472808,0.966703663,0.967258602,0,1,0,0,0,0,0,0,0,0,0,0,0,0.361111111,1,1,0.777777778,0.777777778,0.722222222,0.722222222,0.722222222,0.722222222,0.722222222,0.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.047619048,0.047619048,1,1,0.833333333,0.880952381,0.869047619,0.892857143,0.94047619,0.94047619,0.916666667,0.845238095
120,Holland Lake,1,1,0.996357013,1,0.992714026,0.992714026,0.992714026,0.992714026,0.992714026,0.992714026,0.996357013,0.996357013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.6,0.6,0.6,0.6,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
121,Hornbean Lake,0.900542495,0.904761905,0.902350814,0.902350814,0.901145268,0.900542495,0.900542495,0.901748041,0.904159132,0.904159132,0.902953586,1,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.636363636,1,1,1,1,0.877358491,0.91509434,0.896226415,1,1,0.962264151,0.981132075,0.981132075,0.858490566,0.877358491,0.91509434,0.896226415,1,0.953488372,0.953488372,0.953488372,0.953488372,0.953488372,0.953488372,0.953488372,0.953488372,0.953488372,0.953488372,0.953488372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
122,Horseshoe Lake,0.973647712,0.977115118,0.970873786,0.995839112,0.993065187,0.991678225,0.997226075,0.997226075,0.998613037,0.999306519,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.625,0,0,0,0,0.625,0.625,0.625,0.65,0.625,0.625
123,Hydes Lake,0.9875,1,0.9875,0.9875,0.975,0.95,0.7375,0.725,0.6625,0.825,0.7875,0.775,0.964285714,0.964285714,1,0.946428571,0.964285714,0.946428571,0.910714286,0.875,0.892857143,0.892857143,0.875,0.875,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75
124,Independence Lake,0,0.919701214,0.931839402,0.947712418,0.949579832,0.997665733,0.995798319,1,0.994397759,0.698879552,0.710550887,0.70681606,0,0.65158371,0.769230769,0.570135747,0.556561086,0.932126697,1,0.936651584,0.936651584,0.737556561,0.828054299,0.809954751,0,0.86440678,0.898305085,0.898305085,1,0.960451977,0.966101695,1,1,1,1,1,0,0.619354839,0.567741935,0.580645161,1,0.651612903,0.625806452,0.625806452,0.625806452,0.625806452,0.625806452,0.677419355,0,0.846938776,0.816326531,0.816326531,0.897959184,0.87755102,0.918367347,0.918367347,0.87755102,0.979591837,1,0.959183673
125,Isabelle Lake,0.859428071,0.914648844,0.930426208,0.933494029,0.933713159,0.932617508,0.929440123,0.925057522,0.995398269,0.996493919,0.992878273,1,1,0.894154818,0.939968404,0.888625592,0.879936809,0.871248025,0.896524487,0.901263823,0.916271722,0.908372828,0.924170616,0.915481833,0.900843882,0.947257384,0.964135021,0.957805907,0.966244726,0.987341772,1,0.995780591,0.943037975,0.91350211,0.877637131,0.852320675,1,0.974789916,0.890756303,0.87394958,0.87394958,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.87394958,0.634210526,0.634210526,0.842105263,0.831578947,0.721052632,0.794736842,0.815789474,0.984210526,0.994736842,0.989473684,1,0.957894737
126,Island Lake,0,0.164524422,0.98714653,0.994858612,1,1,0.976863753,0.979434447,0.976863753,0.976863753,0.979434447,0.982005141,0,1,0.113667118,0.113667118,0.101488498,0.098782138,0.117726658,0.120433018,0.131258457,0.125845737,0.123139378,0.131258457,0,0.25,0.928571429,0.964285714,0.964285714,0.964285714,0.964285714,1,0.928571429,0.928571429,0.928571429,0.857142857,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.972222222,1,0.923611111,0.9375,0.916666667,0.9375,0.993055556,0.993055556,0.993055556,0.993055556
127,Jackson WMA,0,0,0.979049154,0.970991136,1,0.980660757,0.493150685,0.487510073,0.492344883,0.492344883,0.49073328,0.491539081,0,0,0.875,0.875,0.75,0.75,0.5,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.657894737,0.622807018,0.307017544,0.622807018,0.824561404,0.947368421,1,0.964912281,0.98245614,0.973684211
128,Jane Lake,0,0,0.990595611,0.984326019,1,0.992163009,0.498432602,0.5,0.5,0.5,0.5,0.496865204,0,0,0.888888889,0.888888889,0.888888889,0.888888889,1,0.888888889,0.777777778,0.777777778,0.777777778,0.611111111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.666666667,0.611111111,0.305555556,0.611111111,1,0.944444444,0.833333333,0.833333333,0.833333333,0.833333333
129,Jellums Lake,0,0,0.556818182,0.465909091,1,1,0.488636364,0.454545455,0.454545455,0.431818182,0.443181818,0.420454545,0,0,0.666666667,0.666666667,0.666666667,0.666666667,0.5,1,0.5,0.5,0.5,0.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.208333333,0.208333333,0.083333333,0.208333333,0.416666667,1,0.5,0.5,0.5,0.5
130,Johanna Lake,0.945395273,0.947025265,0.939690302,0.950285249,0.966585167,0.984515077,0.994295029,1,0.952730236,0.946210269,0.570497148,0.574572127,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.864197531,0.839506173,1,0.975308642,0.975308642,0.975308642,0.943661972,0.915492958,0.915492958,0.943661972,0.943661972,1,0.535211268,0.563380282,0.971830986,0.971830986,0.971830986,0.971830986,0.924242424,0.954545455,0.954545455,0.893939394,0.96969697,1,0.712121212,0.742424242,0.636363636,0.636363636,0.651515152,0.651515152
131,Jonathan Lake,0.447058824,0.454901961,1,0.941176471,0.88627451,0.823529412,0.756862745,0.745098039,0.8,0.745098039,0.741176471,0.745098039,0.454545455,1,0.272727273,0.818181818,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0.939393939,0.939393939,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.552631579,0.605263158,0.657894737,0.710526316,0.973684211,0.973684211,1,1,0.947368421,0.973684211,1,1
132,Josephine Lake,0.984741027,0.992263056,0.993552547,0.990543735,0.988609499,1,0.980012895,0.980872555,0.989254245,0.993337632,0.617880937,0.618095852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.138888889,0.138888889,0.979166667,0.979166667,0.986111111,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0.922131148,0.905737705,0.971311475,0.864754098,0.897540984,0.204918033,0.237704918,0.766393443,0.782786885,0.807377049,0.680327869
133,Jubert Lake,0,0.81294964,0.84352518,0.852517986,0.997302158,1,0.998201439,0.996402878,1,0.824640288,0.825539568,0.847122302,0,0.616666667,0.639393939,0.639393939,0.910606061,0.91969697,0.933333333,0.940909091,0.931818182,0.96969697,0.972727273,1,0,1,0.9,0.966666667,0.966666667,0.933333333,0.933333333,0.933333333,0.866666667,0.8,0.866666667,0.866666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0.775510204,0.775510204,0.775510204,0.571428571,0.571428571,0.571428571,0.612244898,0.612244898,1,0.979591837,0.979591837
134,July Lake,0,0,1,0.993421053,0.993421053,0.993421053,0.539473684,0.565789474,0.493421053,0.503289474,0.503289474,0.5,0,0,0.782608696,0.782608696,0.760869565,0.739130435,1,1,0.608695652,0.608695652,0.565217391,0.608695652,0,0,0,0,0,0,1,1,0.7,0.7,0.7,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.166666667,0.166666667,0.083333333,0.166666667,0.555555556,1,0.222222222,0.222222222,0.222222222,0.222222222
135,Karth Lake,0.908653846,0.891987179,0.919551282,0.965064103,0.966025641,0.966987179,0.984615385,0.992307692,1,1,0.622435897,0.622115385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.367088608,0.367088608,0.962025316,0.987341772,0.974683544,1,1,1,1,1,1,1,0.56,0.56,0.96,0.96,0.96,0.96,0.880733945,0.908256881,1,0.981651376,0.990825688,0.972477064,0.376146789,0.697247706,0.587155963,0.550458716,0.550458716,0.513761468
136,Keller Lake,0.999131944,0.999131944,0.999131944,1,1,1,0.999131944,0.999131944,0.999131944,0.999131944,0.999131944,0.995659722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
137,Kingsley Lake,0.987987988,0.987987988,0.993993994,0.993993994,0.993993994,0.993993994,0.993993994,1,1,0.987987988,0.993993994,0.993993994,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.888888889,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444,0.888888889,0.944444444,1,0.944444444,0.944444444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
138,Kismet Lake,0,0,0.919354839,0.919354839,1,0.983870968,0.725806452,0.725806452,0.564516129,0.548387097,0.548387097,0.548387097,0,0,0.896551724,0.896551724,0.724137931,0.689655172,1,0.931034483,0.655172414,0.655172414,0.724137931,0.534482759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.21875,0.21875,0.09375,0.21875,1,0.875,0.3125,0.3125,0.3125,0.3125
139,Klawitter Pond,0,0,0.991507431,1,0.993630573,1,0.507430998,0.503184713,0.49044586,0.49044586,0.492569002,0.486199575,0,0,1,0.833333333,0.805555556,0.777777778,0.888888889,0.888888889,0.666666667,0.666666667,0.611111111,0.555555556,0,0,0,0,0,0,1,1,0.975,0.975,0.975,0.975,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.375,0.5,0.3125,0.625,1,1,1,1,1,1
140,Kohlman Lake,0.882178669,0.892206016,0.886052871,0.901777575,0.965360073,0.963764813,0.986782133,1,0.966727438,0.985414768,0.657702826,0.654512306,0.12,0.24,0.16,0.28,0.2,0.24,0.92,1,0.16,0.2,0.16,0.16,0.016736402,0,0,0,0,0,0.424686192,0.430962343,0.987447699,1,0.981171548,0.99790795,0.75,0.784482759,0.784482759,0.784482759,0.75,0.801724138,1,0.982758621,0.551724138,0.551724138,0.551724138,0.551724138,0.922558923,0.956228956,0.922558923,0.956228956,0.98989899,1,0.61952862,0.686868687,0.801346801,0.804713805,0.794612795,0.730639731
141,Kramer Pond,0,0,1,0.931034483,0.887931034,0.931034483,0.525862069,0.543103448,0.465517241,0.456896552,0.448275862,0.543103448,0,0,0.691176471,0.691176471,0.75,0.691176471,1,1,0.647058824,0.617647059,0.558823529,0.367647059,0,0,0,0,0,0,0.916666667,1,0.5,0.5,0.458333333,0.270833333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.696078431,0.696078431,0.362745098,0.68627451,0.862745098,0.843137255,0.823529412,0.823529412,1,0.843137255
142,La Lake,0.001165131,0.001165131,0.983052643,0.981146065,1,0.985912509,0.503548353,0.508738481,0.5042898,0.505984536,0.505454931,0.508208876,0.011764706,0.011764706,0.947058824,0.758823529,0.758823529,0.723529412,0.764705882,1,0.558823529,0.523529412,0.494117647,0.452941176,0,0,0,0,0,0,1,0.97689769,0.929042904,0.925742574,0.902640264,0.833333333,0,0,0.366935484,0.387096774,0.387096774,0.387096774,0.774193548,0.774193548,0.919354839,0.919354839,1,0.842741935,0,0,0.647120419,0.695287958,0.366492147,0.715183246,0.966492147,0.97591623,0.969633508,0.984293194,0.983246073,1
